Alérgenos,Cantidad Neta:,Cantidad neta del alimento (Formato texto libre):,Código EAN Producto:,Declaración Alérgeno:,Declaración Nutricional:,Descripción de la variante de producción:,Descripción del rango de raciones:,Descripción producto,Descripción:,Dirección Proveedor:,Fecha efectiva de la variante de producción:,Instrucciones Uso:,Lista Ingredientes:,Marca:,Menciones Obligatorias:,Modo de empleo:,Nombre Alimento:,Nombre Proveedor:,Número Raciones:,Pais Origen:,Peso Neto:,Porcentaje Alcohol:,Variedad:,child_1_cat,child_2_cat,child_3_cat,child_4_cat,child_5_cat,price,product_id,root_cat
[],48 g,,08480000374141,,,,," BOLSA PARA ASAR POLLO Y COSTILLA SABOR BARBACOA, HACENDADO, CAJA 2 u - 48 g",Hacendado Sazonador Pollo - Costillas sabor barbacoa al horno y microondas 48 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Especias (cebolla, pimentón, ajo, jengibre, pimienta, perejil, cilantro), sal, azúcar, almidon de maíz, aroma, tomate en polvo, aroma de humo, corrector de acidez: E-331(i) y azúcar caramelizado","['Especias (cebolla', ' pimentón', ' ajo', ' jengibre', ' pimienta', ' perejil', ' cilantro)', ' sal', ' azúcar', ' almidon de maíz', ' aroma', ' tomate en polvo', ' aroma de humo', ' corrector de acidez: E-331(i) y azúcar caramelizado']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para hornear sabor barbacoa,"JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,98 Euros",37414,ALIMENTACION
[],52 g,,08480000341778,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 52 g",Hacendado Canela molida 52 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,Conservar en lugar fresco y seco.,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,98 Euros",34177,ALIMENTACION
[],180 g,,08480000341181,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 180 g",Hacendado Canela molida 180 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"1 KILO: 9,17 Euros",34118,ALIMENTACION
[],18 g,,08480000341761,,,,," CANELA RAMA ( TAPÓN MARRON), HACENDADO, TARRO 18 g",Hacendado Canela en rama 18 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,Conservar en lugar fresco y seco.,Canela en rama,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 6,67 Euros",34176,ALIMENTACION
[],70 g,,08480000341174,,,,," CANELA RAMA (TAPÓN MARRON), HACENDADO, TARRO 70 g",Hacendado Canela en rama 70 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,,Canela rama,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 5,00 Euros",34117,ALIMENTACION
[],27 g,,08480000341785,,,,," CAYENA (GUINDILLA) (TAPÓN MARRON), HACENDADO, TARRO 27 g",Hacendado Cayena guindillas 27 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cayena guindillas,['Cayena guindillas'],Hacendado,,Conservar en lugar fresco y seco.,Cayena guindillas,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,52 Euros",34178,ALIMENTACION
"['trigo', 'gluten']",150 g,,08718781824402,,,,," CEBOLLA FRITA CRUJIENTE, ONION SPECIALTIES, BOTE 150 g",Cebolla Frita Crujiente 150g,"Nisseweg 8, 4416 PK Kruiningen,Holanda",,"La cebolla frita es sabrosa, crujiente y está lista para usar. Es perfecta para hamburguesas, perritos calientes, carne a la brasa o a la plancha, pero también como tropezones crujientes en ensalada, cremas, gazpachos andaluz, salsas, sopas. Pruébala como toque final en tapas y pinchos.","['Cebolla (76%)', ' aceite vegetal de palma', ' harina de trigo y sal. Contiene gluten']",.,"Cebolla (76%), aceite vegetal de palma, harina de trigo y sal. Contiene gluten",,Cebolla frita crujiente,Onion Specialities International B.V.,,,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"1 KILO: 6,60 Euros",34208,ALIMENTACION
[],60 g,,08480000341389,,,,," CEBOLLA POLVO (TAPON ROJO), HACENDADO, TARRO 60 g",Hacendado Cebolla en polvo 60 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cebolla,['Cebolla'],Hacendado,,Conservar en lugar fresco y seco.,Cebolla en polvo,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,58 Euros",34138,ALIMENTACION
[],42 g,,08480000341228,,,,," CLAVO GRANO (TAPÓN MARRON), HACENDADO, TARRO 42 g",Hacendado Clavo en grano 42 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Clavo,['Clavo'],Hacendado,,Conservar en lugar fresco y seco.,Clavo en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 2,62 Euros",34122,ALIMENTACION
[],35 g,,08480000341082,,,,," COLORANTE ALIMENTARIO SOBRES, HACENDADO, CAJA 35 g",Hacendado Colorante alimentario 35 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,E-102: puede tener efectos negativos sobre la actividad y la atención de los niños.,"['Harina de maíz', ' colorante (tartracina E-102', ' 20%) y sal.']",Hacendado,"Harina de maíz, colorante (tartracina E-102, 20%) y sal.",Conservar en lugar fresco y seco.,Colorante alimentario,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 2,86 Euros",34108,ALIMENTACION
[],85 g,,08480000341822,,,,," COLORANTE ALIMENTARIO (TAPON NARANJA), HACENDADO, TARRO 85 g",Hacendado Colorante alimentario 85 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,E-102: puede tener efectos negativos sobre la actividad y la atención de los niños.,"['Harina de maíz', ' colorante (tartracina E-102', ' 14%) y sal.']",Hacendado,"Harina de maíz, colorante (tartracina E-102, 14%) y sal.",Conservar en lugar fresco y seco.,Colorante alimentario,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,69 Euros",34182,ALIMENTACION
"['gluten', 'mostaza']",56 g,,08480000341211,,,,," COMINO GRANO (TAPÓN MARRON), HACENDADO, TARRO 56 g",Hacendado Comino en grano 56 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cominos. Contiene trazas de gluten y de mostaza.,['Cominos. Contiene trazas de gluten y de mostaza.'],Hacendado,,Conservar en lugar fresco y seco.,Comino en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,43 Euros",34121,ALIMENTACION
[],85 g,,08480000341815,,,,," AJO GRANULADO (TAPON ROJO), HACENDADO, TARRO 85 g",Hacendado Ajo Granulado 85 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Ajo.,['Ajo.'],Hacendado,,Conservar en lugar fresco y seco.,Ajo granulado,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,79 Euros",34181,ALIMENTACION
[],20 g,,08480000341280,,,,," ALBAHACA (TAPON VERDE), HACENDADO, TARRO 20 g",Hacendado Albahaca 20 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Albahaca,['Albahaca'],Hacendado,,Conservar en lugar fresco y seco.,Albahaca,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,25 Euros",34128,ALIMENTACION
[],50 g,,08480000341235,,,,," ANIS GRANO (TAPÓN MARRON), HACENDADO, TARRO 50 g",Hacendado Anís en grano 50 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Anís,['Anís'],Hacendado,,Conservar en lugar fresco y seco.,Anís en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,80 Euros",34123,ALIMENTACION
[],0.375 g,,08480000341150,,,,," AZAFRAN HEBRA, HACENDADO, CAJA 0.37 g",Hacendado Azafrán hebra 0.375 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Azafrán,['Azafrán'],Hacendado,,Conservar en lugar fresco y seco.,Azafrán hebra,"JESÚS NAVARRO, S.A.",12,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 432,43 Euros",34115,ALIMENTACION
[],0.4 g,,08480000341167,,,,," AZAFRAN MOLIDO, HACENDADO, CAJA 0.40 g",Hacendado Azafrán molido 0.4 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Azafrán,['Azafrán'],Hacendado,,Conservar en lugar fresco y seco.,Azafrán molido,"JESÚS NAVARRO, S.A.",16,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 387,50 Euros",34116,ALIMENTACION
"['soja', 'apio']",28 g,,08480000374097,,,,," BOLSA PARA ASAR PESCADO EN SU JUGO, HACENDADO, CAJA 2 u - 28 g",Hacendado Sazonador Pescado a las finas hierbas al horno y microondas 28 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Sal, almidón de maíz, cebolla, pimentón, azúcar, ajo, potenciador del sabor: E-621, corrector de acidez: E-331(i), proteína de soja hidrolizada, perejil, albahaca, pimienta, aromas, zanahoria y apio.","['Sal', ' almidón de maíz', ' cebolla', ' pimentón', ' azúcar', ' ajo', ' potenciador del sabor: E-621', ' corrector de acidez: E-331(i)', ' proteína de soja hidrolizada', ' perejil', ' albahaca', ' pimienta', ' aromas', ' zanahoria y apio.']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para pescado al horno,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,39 Euros",37409,ALIMENTACION
"['soja', 'apio']",60 g,,08480000374035,,,,," BOLSA PARA ASAR POLLO AL AJO Y LIMON, HACENDADO, CAJA 2 u - 60 g",Hacendado Sazonador Pollo al ajo y limón  al horno y microondas 60 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Ajo (21%), sal, almidón de maíz, aromas, cebolla, azúcar, pimentón, corrector de acidez: E-331(i), pimienta, proteína de soja hidrolizada, jengibre, perejil, potenciador de sabor: E-621, colorante: E-162, extracto de levadura, limón deshidratado (0,1%), zanahoria y apio.","['Ajo (21%)', ' sal', ' almidón de maíz', ' aromas', ' cebolla', ' azúcar', ' pimentón', ' corrector de acidez: E-331(i)', ' pimienta', ' proteína de soja hidrolizada', ' jengibre', ' perejil', ' potenciador de sabor: E-621', ' colorante: E-162', ' extracto de levadura', ' limón deshidratado (0', '1%)', ' zanahoria y apio.']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para hornear pollo con ajo y limón,"JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,58 Euros",37403,ALIMENTACION
"['apio', 'soja']",48 g,,08480000374028,,,,," BOLSA PARA ASAR POLLO COSTILLAS Y LOMO CON HIERBAS PROVENZALES, HACENDADO, CAJA  2 u - 48 g","Hacendado Sazonador Pollo, costillas a las hierbas provenzales al horno y al microondas 48 g","C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Sal, almidón de maíz, azúcar, tomate, corrector de acidez: E-331 (i), especias [hierbas provenzales 5,4% (albahaca, orégano, romero, tomillo, ajedrea, mejorana), pimentón, ajo, jengibre, cebolla, cilantro, perejil, cayena, apio], proteína de soja hidrolizada, potenciador del sabor: E-621, aromas, extracto de levadura y zanahoria.","['Sal', ' almidón de maíz', ' azúcar', ' tomate', ' corrector de acidez: E-331 (i)', ' especias [hierbas provenzales 5', '4% (albahaca', ' orégano', ' romero', ' tomillo', ' ajedrea', ' mejorana)', ' pimentón', ' ajo', ' jengibre', ' cebolla', ' cilantro', ' perejil', ' cayena', ' apio]', ' proteína de soja hidrolizada', ' potenciador del sabor: E-621', ' aromas', ' extracto de levadura y zanahoria.']",Hacendado,,Conservar en lugar fresco y seco.,"Sazonador para hornear pollo, costillas a las hierbas provenzales","JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,98 Euros",37402,ALIMENTACION
[],48 g,,08480000374141,,,,," BOLSA PARA ASAR POLLO Y COSTILLA SABOR BARBACOA, HACENDADO, CAJA 2 u - 48 g",Hacendado Sazonador Pollo - Costillas sabor barbacoa al horno y microondas 48 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Especias (cebolla, pimentón, ajo, jengibre, pimienta, perejil, cilantro), sal, azúcar, almidon de maíz, aroma, tomate en polvo, aroma de humo, corrector de acidez: E-331(i) y azúcar caramelizado","['Especias (cebolla', ' pimentón', ' ajo', ' jengibre', ' pimienta', ' perejil', ' cilantro)', ' sal', ' azúcar', ' almidon de maíz', ' aroma', ' tomate en polvo', ' aroma de humo', ' corrector de acidez: E-331(i) y azúcar caramelizado']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para hornear sabor barbacoa,"JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,98 Euros",37414,ALIMENTACION
[],52 g,,08480000341778,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 52 g",Hacendado Canela molida 52 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,Conservar en lugar fresco y seco.,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,98 Euros",34177,ALIMENTACION
[],180 g,,08480000341181,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 180 g",Hacendado Canela molida 180 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"1 KILO: 9,17 Euros",34118,ALIMENTACION
[],18 g,,08480000341761,,,,," CANELA RAMA ( TAPÓN MARRON), HACENDADO, TARRO 18 g",Hacendado Canela en rama 18 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,Conservar en lugar fresco y seco.,Canela en rama,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 6,67 Euros",34176,ALIMENTACION
[],70 g,,08480000341174,,,,," CANELA RAMA (TAPÓN MARRON), HACENDADO, TARRO 70 g",Hacendado Canela en rama 70 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,,Canela rama,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 5,00 Euros",34117,ALIMENTACION
[],27 g,,08480000341785,,,,," CAYENA (GUINDILLA) (TAPÓN MARRON), HACENDADO, TARRO 27 g",Hacendado Cayena guindillas 27 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cayena guindillas,['Cayena guindillas'],Hacendado,,Conservar en lugar fresco y seco.,Cayena guindillas,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,52 Euros",34178,ALIMENTACION
"['trigo', 'gluten']",150 g,,08718781824402,,,,," CEBOLLA FRITA CRUJIENTE, ONION SPECIALTIES, BOTE 150 g",Cebolla Frita Crujiente 150g,"Nisseweg 8, 4416 PK Kruiningen,Holanda",,"La cebolla frita es sabrosa, crujiente y está lista para usar. Es perfecta para hamburguesas, perritos calientes, carne a la brasa o a la plancha, pero también como tropezones crujientes en ensalada, cremas, gazpachos andaluz, salsas, sopas. Pruébala como toque final en tapas y pinchos.","['Cebolla (76%)', ' aceite vegetal de palma', ' harina de trigo y sal. Contiene gluten']",.,"Cebolla (76%), aceite vegetal de palma, harina de trigo y sal. Contiene gluten",,Cebolla frita crujiente,Onion Specialities International B.V.,,,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"1 KILO: 6,60 Euros",34208,ALIMENTACION
[],60 g,,08480000341389,,,,," CEBOLLA POLVO (TAPON ROJO), HACENDADO, TARRO 60 g",Hacendado Cebolla en polvo 60 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cebolla,['Cebolla'],Hacendado,,Conservar en lugar fresco y seco.,Cebolla en polvo,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,58 Euros",34138,ALIMENTACION
[],42 g,,08480000341228,,,,," CLAVO GRANO (TAPÓN MARRON), HACENDADO, TARRO 42 g",Hacendado Clavo en grano 42 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Clavo,['Clavo'],Hacendado,,Conservar en lugar fresco y seco.,Clavo en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 2,62 Euros",34122,ALIMENTACION
[],35 g,,08480000341082,,,,," COLORANTE ALIMENTARIO SOBRES, HACENDADO, CAJA 35 g",Hacendado Colorante alimentario 35 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,E-102: puede tener efectos negativos sobre la actividad y la atención de los niños.,"['Harina de maíz', ' colorante (tartracina E-102', ' 20%) y sal.']",Hacendado,"Harina de maíz, colorante (tartracina E-102, 20%) y sal.",Conservar en lugar fresco y seco.,Colorante alimentario,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 2,86 Euros",34108,ALIMENTACION
[],85 g,,08480000341822,,,,," COLORANTE ALIMENTARIO (TAPON NARANJA), HACENDADO, TARRO 85 g",Hacendado Colorante alimentario 85 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,E-102: puede tener efectos negativos sobre la actividad y la atención de los niños.,"['Harina de maíz', ' colorante (tartracina E-102', ' 14%) y sal.']",Hacendado,"Harina de maíz, colorante (tartracina E-102, 14%) y sal.",Conservar en lugar fresco y seco.,Colorante alimentario,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,69 Euros",34182,ALIMENTACION
"['gluten', 'mostaza']",56 g,,08480000341211,,,,," COMINO GRANO (TAPÓN MARRON), HACENDADO, TARRO 56 g",Hacendado Comino en grano 56 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cominos. Contiene trazas de gluten y de mostaza.,['Cominos. Contiene trazas de gluten y de mostaza.'],Hacendado,,Conservar en lugar fresco y seco.,Comino en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,43 Euros",34121,ALIMENTACION
[],85 g,,08480000341815,,,,," AJO GRANULADO (TAPON ROJO), HACENDADO, TARRO 85 g",Hacendado Ajo Granulado 85 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Ajo.,['Ajo.'],Hacendado,,Conservar en lugar fresco y seco.,Ajo granulado,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,79 Euros",34181,ALIMENTACION
[],20 g,,08480000341280,,,,," ALBAHACA (TAPON VERDE), HACENDADO, TARRO 20 g",Hacendado Albahaca 20 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Albahaca,['Albahaca'],Hacendado,,Conservar en lugar fresco y seco.,Albahaca,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,25 Euros",34128,ALIMENTACION
[],50 g,,08480000341235,,,,," ANIS GRANO (TAPÓN MARRON), HACENDADO, TARRO 50 g",Hacendado Anís en grano 50 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Anís,['Anís'],Hacendado,,Conservar en lugar fresco y seco.,Anís en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,80 Euros",34123,ALIMENTACION
[],0.375 g,,08480000341150,,,,," AZAFRAN HEBRA, HACENDADO, CAJA 0.37 g",Hacendado Azafrán hebra 0.375 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Azafrán,['Azafrán'],Hacendado,,Conservar en lugar fresco y seco.,Azafrán hebra,"JESÚS NAVARRO, S.A.",12,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 432,43 Euros",34115,ALIMENTACION
[],0.4 g,,08480000341167,,,,," AZAFRAN MOLIDO, HACENDADO, CAJA 0.40 g",Hacendado Azafrán molido 0.4 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Azafrán,['Azafrán'],Hacendado,,Conservar en lugar fresco y seco.,Azafrán molido,"JESÚS NAVARRO, S.A.",16,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 387,50 Euros",34116,ALIMENTACION
"['soja', 'apio']",28 g,,08480000374097,,,,," BOLSA PARA ASAR PESCADO EN SU JUGO, HACENDADO, CAJA 2 u - 28 g",Hacendado Sazonador Pescado a las finas hierbas al horno y microondas 28 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Sal, almidón de maíz, cebolla, pimentón, azúcar, ajo, potenciador del sabor: E-621, corrector de acidez: E-331(i), proteína de soja hidrolizada, perejil, albahaca, pimienta, aromas, zanahoria y apio.","['Sal', ' almidón de maíz', ' cebolla', ' pimentón', ' azúcar', ' ajo', ' potenciador del sabor: E-621', ' corrector de acidez: E-331(i)', ' proteína de soja hidrolizada', ' perejil', ' albahaca', ' pimienta', ' aromas', ' zanahoria y apio.']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para pescado al horno,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,39 Euros",37409,ALIMENTACION
"['soja', 'apio']",60 g,,08480000374035,,,,," BOLSA PARA ASAR POLLO AL AJO Y LIMON, HACENDADO, CAJA 2 u - 60 g",Hacendado Sazonador Pollo al ajo y limón  al horno y microondas 60 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Ajo (21%), sal, almidón de maíz, aromas, cebolla, azúcar, pimentón, corrector de acidez: E-331(i), pimienta, proteína de soja hidrolizada, jengibre, perejil, potenciador de sabor: E-621, colorante: E-162, extracto de levadura, limón deshidratado (0,1%), zanahoria y apio.","['Ajo (21%)', ' sal', ' almidón de maíz', ' aromas', ' cebolla', ' azúcar', ' pimentón', ' corrector de acidez: E-331(i)', ' pimienta', ' proteína de soja hidrolizada', ' jengibre', ' perejil', ' potenciador de sabor: E-621', ' colorante: E-162', ' extracto de levadura', ' limón deshidratado (0', '1%)', ' zanahoria y apio.']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para hornear pollo con ajo y limón,"JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,58 Euros",37403,ALIMENTACION
"['apio', 'soja']",48 g,,08480000374028,,,,," BOLSA PARA ASAR POLLO COSTILLAS Y LOMO CON HIERBAS PROVENZALES, HACENDADO, CAJA  2 u - 48 g","Hacendado Sazonador Pollo, costillas a las hierbas provenzales al horno y al microondas 48 g","C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Sal, almidón de maíz, azúcar, tomate, corrector de acidez: E-331 (i), especias [hierbas provenzales 5,4% (albahaca, orégano, romero, tomillo, ajedrea, mejorana), pimentón, ajo, jengibre, cebolla, cilantro, perejil, cayena, apio], proteína de soja hidrolizada, potenciador del sabor: E-621, aromas, extracto de levadura y zanahoria.","['Sal', ' almidón de maíz', ' azúcar', ' tomate', ' corrector de acidez: E-331 (i)', ' especias [hierbas provenzales 5', '4% (albahaca', ' orégano', ' romero', ' tomillo', ' ajedrea', ' mejorana)', ' pimentón', ' ajo', ' jengibre', ' cebolla', ' cilantro', ' perejil', ' cayena', ' apio]', ' proteína de soja hidrolizada', ' potenciador del sabor: E-621', ' aromas', ' extracto de levadura y zanahoria.']",Hacendado,,Conservar en lugar fresco y seco.,"Sazonador para hornear pollo, costillas a las hierbas provenzales","JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,98 Euros",37402,ALIMENTACION
[],48 g,,08480000374141,,,,," BOLSA PARA ASAR POLLO Y COSTILLA SABOR BARBACOA, HACENDADO, CAJA 2 u - 48 g",Hacendado Sazonador Pollo - Costillas sabor barbacoa al horno y microondas 48 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Especias (cebolla, pimentón, ajo, jengibre, pimienta, perejil, cilantro), sal, azúcar, almidon de maíz, aroma, tomate en polvo, aroma de humo, corrector de acidez: E-331(i) y azúcar caramelizado","['Especias (cebolla', ' pimentón', ' ajo', ' jengibre', ' pimienta', ' perejil', ' cilantro)', ' sal', ' azúcar', ' almidon de maíz', ' aroma', ' tomate en polvo', ' aroma de humo', ' corrector de acidez: E-331(i) y azúcar caramelizado']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para hornear sabor barbacoa,"JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,98 Euros",37414,ALIMENTACION
[],52 g,,08480000341778,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 52 g",Hacendado Canela molida 52 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,Conservar en lugar fresco y seco.,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,98 Euros",34177,ALIMENTACION
[],180 g,,08480000341181,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 180 g",Hacendado Canela molida 180 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"1 KILO: 9,17 Euros",34118,ALIMENTACION
