Alérgenos,Cantidad Neta:,Cantidad neta del alimento (Formato texto libre):,Código EAN Producto:,Declaración Alérgeno:,Declaración Nutricional:,Descripción de la variante de producción:,Descripción del rango de raciones:,Descripción producto,Descripción:,Dirección Proveedor:,Fecha efectiva de la variante de producción:,Instrucciones Uso:,Lista Ingredientes:,Marca:,Menciones Obligatorias:,Modo de empleo:,Nombre Alimento:,Nombre Proveedor:,Número Raciones:,Pais Origen:,Peso Neto:,Porcentaje Alcohol:,Variedad:,child_1_cat,child_2_cat,child_3_cat,child_4_cat,child_5_cat,price,product_id,root_cat
"['LACTOSA', 'SOJA', 'LECHE', 'LÁCTEO', 'LÁCTEAS']",300 g,,08480000111340,,19 raciones. Recicla al amarillo,,19 raciones," CAFE SOLUBLE CAPPUCCINO VIENÉS CON PEPITAS DE CHOCOLATE, HACENDADO, BOTE 300 g",Cappuccino vienes con pepitas de chocolate 300 g,"Avenida Tren Expresso s/n, 34200 Venta de Baños, Palencia (España)",,sin gluten,"['Azúcar', ' LACTOSA', ' pepitas de chocolate (9%) (azúcar', ' pasta de cacao', ' manteca de cacao', ' aroma vainilla natural', ' emulgente: lecitina de SOJA)', ' café soluble (8%)', ' cacao magro en polvo', ' jarabe de glucosa', ' LECHE desnatada', ' grasa de coco', ' suero LÁCTEO', ' sal', ' aroma', ' estabilizantes: E339II y E451', ' proteínas LÁCTEAS', ' antiaglomerante: E551']",Hacendado,"Azúcar, LACTOSA, pepitas de chocolate (9%) (azúcar, pasta de cacao, manteca de cacao, aroma vainilla natural, emulgente: lecitina de SOJA), café soluble (8%), cacao magro en polvo, jarabe de glucosa, LECHE desnatada, grasa de coco, suero LÁCTEO, sal, aroma, estabilizantes: E339II y E451, proteínas LÁCTEAS, antiaglomerante: E551",Conservar bien cerrado en lugar fresco y seco.,Preparado alimenticio en polvo para bebida de café con pepitas de chocolate,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 7,90 Euros",11134,ALIMENTACION
"['leche', 'lactosa']",250 g,,08410100022543,,,,17 tazas," CAFE SOLUBLE CAPPUCCINO, NESCAFE, BOTE 250 g",NESCAFÉ GOLD Cappuccino Natural Bote 250g,"Nestlé España, S.A. – Av. Països Catalans, 25-51, 08950 Esplugues de Llobregat (Barcelona)",,"Ingredientes: Azúcar, leche desnatada en polvo (20,7%), jarabe de glucosa, preparado de café soluble y café molido de tueste natural (13,8%), grasa vegetal (coco), lactosa , corrector de acidez (E340), sal, estabilizantes (E331, E452).","['Ingredientes: Azúcar', ' leche desnatada en polvo (20', '7%)', ' jarabe de glucosa', ' preparado de café soluble y café molido de tueste natural (13', '8%)', ' grasa vegetal (coco)', ' lactosa ', ' corrector de acidez (E340)', ' sal', ' estabilizantes (E331', ' E452).']",NESCAFÉ,,Conservar en lugar fresco y seco,Preparado alimenticio para bebida de café y leche desnatada en polvo.,"Nestlé España, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 14,12 Euros",11181,ALIMENTACION
[],100 g,,08480000118837,,50 tazas. Recicla al amarillo,,50 tazas," CAFE SOLUBLE DESCAFEINADO SELECCION LIOFILIZADO, HACENDADO, TARRO 100 g",Selección descafeinado,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra,['100% café soluble descafeinado liofilizado'],Hacendado,100% café soluble descafeinado liofilizado,Guardar el frasco bien cerrado en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,Café soluble descafeinado liofilizado,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 32,50 Euros",11883,ALIMENTACION
[],200 g,,08480000110466,,,,100 tazas," CAFE SOLUBLE DESCAFEINADO, HACENDADO, TARRO 200 g",Clasico descafeinado 200 g,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra. Envasado en atmósfera protectora. 100 tazas. Recicla al amarillo,,Hacendado,['Alto contenido en fibra. Envasado en atmósfera protectora. 100 tazas. Recicla al amarillo'],Guardar el frasco bien cerrado en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,Café soluble descafeinado,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 12,45 Euros",11046,ALIMENTACION
[],100 g,,08480000110442,,,,50 tazas," CAFE SOLUBLE DESCAFEINADO, HACENDADO, TARRO 100 g",Clasico descafeinado 100 g,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra. Envasado en atmósfera protectora. 50 tazas. Recicla al amarillo,,Hacendado,['Alto contenido en fibra. Envasado en atmósfera protectora. 50 tazas. Recicla al amarillo'],Guardar el frasco bien cerrado en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,Café soluble descafeinado,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 15,50 Euros",11044,ALIMENTACION
[],20 g,,08480000110510,,,,10 sobres," CAFE SOLUBLE DESCAFEINADO, HACENDADO, CAJA 10 STICKS 20 g",Clasico descafeinado 20 g,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra. 10 sobres. Recicla al azul,,Hacendado,['Alto contenido en fibra. 10 sobres. Recicla al azul'],Guardar el envase en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,Café soluble descafeinado,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"100 GR: 4,20 Euros",11051,ALIMENTACION
[],200 g,,08410100021546,,,,," CAFE SOLUBLE DESCAFEINADO, NESCAFE, TARRO 200 g",NESCAFÉ Classic Descafeinado - Café Soluble Frasco 200g,"NESTLÉ ESPAÑA, S.A. Av. Països Catalans, 25-51. 08950 Esplugues de Llobregat (Barcelona)",,Café soluble descafeinado,['Café soluble descafeinado'],NESCAFÉ,,"Una vez abierto, se recomienda consumir antes de 6 semanas",Café soluble descafeinado,"Nestlé España, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 29,75 Euros",11101,ALIMENTACION
[],100 g,,08410100021553,,,,," CAFE SOLUBLE DESCAFEINADO, NESCAFE, TARRO 100 g",NESCAFÉ Classic Descafeinado - Café Soluble Frasco 100g,"NESTLÉ ESPAÑA, S.A. Av. Països Catalans, 25-51. 08950 Esplugues de Llobregat (Barcelona)",,Envasado en atmósfera protectora,['Café soluble descafeinado'],NESCAFÉ,Café soluble descafeinado,"Una vez abierto, se recomienda consumir antes de 6 semanas",Café soluble descafeinado,"Nestlé España, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 38,70 Euros",11104,ALIMENTACION
[],20 g,10x2g,08410100021577,,,,," CAFE SOLUBLE DESCAFEINADO, NESCAFE, CAJA 10 SOBRES - 20 g",NESCAFÉ Classic Descafeinado - Café Soluble 10 Sobres de 2g,"NESTLÉ ESPAÑA, S.A. Av. Països Catalans, 25-51. 08950 Esplugues de Llobregat (Barcelona)",,Café soluble descafeinado,['Café soluble descafeinado'],NESCAFÉ,,"Una vez abierto, se recomienda consumir antes de 6 semanas",Café soluble descafeinado,"Nestlé España, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"100 GR: 5,45 Euros",11108,ALIMENTACION
[],80 g,,08480000111234,,,,50 tazas," CAFE SOLUBLE ESPRESSO CREMA, HACENDADO, TARRO PET 80 g",Espresso Crema 80 g,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra. Envasado en atmósfera protectora. 50 tazas. Recicla al amarillo,,Hacendado,['Alto contenido en fibra. Envasado en atmósfera protectora. 50 tazas. Recicla al amarillo'],"Conservar bien cerrado en lugar limpio, fresco y seco. Proteger de la luz solar y de olores agresivos.",Café soluble,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"100 GR: 1,88 Euros",11123,ALIMENTACION
"['leche', 'lactosa']",306 g,,08000300240245,,,,17 tazas," CAFE SOLUBLE MOCHA, NESCAFE, BOTE 306 g",NESCAFE GOLD Cappuccino de Chocolate 306g,"Nestlé España, S.A. – Av. Països Catalans, 25-51, 08950 Esplugues de Llobregat (Barcelona)",,"Ingredientes: Azúcar, leche desnatada en polvo (18%), jarabe de glucosa, chocolate en polvo (11%) (azúcar, cacao), preparado de café soluble y café molido de tueste natural (8,5%), grasa vegetal (coco), lactosa, cacao en polvo, sal, corrector de acidez (E340), estabilizantes (E331, E452), aroma natural.","['Ingredientes: Azúcar', ' leche desnatada en polvo (18%)', ' jarabe de glucosa', ' chocolate en polvo (11%) (azúcar', ' cacao)', ' preparado de café soluble y café molido de tueste natural (8', '5%)', ' grasa vegetal (coco)', ' lactosa', ' cacao en polvo', ' sal', ' corrector de acidez (E340)', ' estabilizantes (E331', ' E452)', ' aroma natural.']",NESCAFÉ,,,"Preparado alimenticio para bebida de café, leche desnatada en polvo y chocolate.","Nestlé España, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 11,54 Euros",11188,ALIMENTACION
[],100 g,,08410100020556,,,,," CAFE SOLUBLE NATURAL CLASIC, NESCAFE, TARRO 100 g",NESCAFÉ Classic Natural - Café Soluble Frasco 100g,"NESTLÉ ESPAÑA, S.A. Av. Països Catalans, 25-51. 08950 Esplugues de Llobregat (Barcelona)",,Envasado en atmósfera protectora,['Café soluble'],NESCAFÉ,Café soluble,"Una vez abierto, se recomienda consumir antes de 6 semanas",Café soluble,"Nestlé España, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 34,10 Euros",11111,ALIMENTACION
[],200 g,,08410100020549,,,,," CAFE SOLUBLE NATURAL CLASIC, NESCAFE, TARRO 200 g",NESCAFÉ Classic Natural - Café Soluble Frasco 200g,"NESTLÉ ESPAÑA, S.A. Av. Països Catalans, 25-51. 08950 Esplugues de Llobregat (Barcelona)",,"Una vez abierto, se recomienda consumir antes de 6 semanas.",['Café soluble.'],NESCAFÉ,Envasado en atmósfera protectora,"Preparación: Poner 2 cucharaditas en una taza y agregar leche semidesnatada o agua bien caliente. Una vez abierto, se recomienda consumir antes de 6 semanas.",Café soluble,"Nestlé España, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 26,25 Euros",11136,ALIMENTACION
[],0.5 LT,,08410100020549,,,,," CAFE SOLUBLE NATURAL CLASIC, NESCAFE, TARRO 200 g",Agua Potable Preparada De Niebla Garoé 500 ml.,"Calle Altair nº 1, 2-18 . 38111 Santa Cruz de Tenerife",,Conservar en lugar freco y seco. Proteger de la luz solar y olores agresivos. No rellenar.,['Café soluble.'],Garoé,,,,Agualternativa Ingenieria S.L.,,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 26,25 Euros",11136,ALIMENTACION
,1 LT,,08410100020549,,,,11 vasos de 25 cc aprox.," CAFE SOLUBLE NATURAL CLASIC, NESCAFE, TARRO 200 g",Vermouth Forzudo 1 l,"Avda. Portugal km. 3,4, 24403 Ponferrada, León.",,Consérvese en lugar fresco y seco,"Agua, alcohol agrícola, vino blanco Doña Blanca, extracto de macerado (Arthemisia poética, Arthemisia absenthium, genciana, quina, orégano, bolso, menta, piperita, anís estrellado, ruibarbo, cilantro, vainilla, mejorana, tomillo, canela, extracto de frambuesa, extracto de cereza, dictado) vino quinado San Roque, jarabe de glucosa, destilado naranja dulce, aroma de avellana, naranja amarga, destilado cardamomo, caramelo, ácido málico. Contiene sulfitos.",Forzudo,,,,Forzudo S.L.,,,,15,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 26,25 Euros",11136,ALIMENTACION
[],200 g,,08480000110459,,,,100 tazas," CAFE SOLUBLE NATURAL CLASICO, HACENDADO, TARRO 200 g",Clásico 200 g,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra. Envasado en atmósfera protectora. 100 tazas. Recicla al amarillo,,Hacendado,['Alto contenido en fibra. Envasado en atmósfera protectora. 100 tazas. Recicla al amarillo'],Guardar el frasco bien cerrado en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,Café soluble,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 9,50 Euros",11045,ALIMENTACION
[],20 g,,08480000110497,,,,10 sobres," CAFE SOLUBLE NATURAL CLASICO, HACENDADO, PAQUETE 10 STICKS  - 20 g",Clasico 20 g,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra. 10 sobres. Recicla al azul,,Hacendado,['Alto contenido en fibra. 10 sobres. Recicla al azul'],Guardar el envase en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,Café soluble,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"100 GR: 3,95 Euros",11049,ALIMENTACION
[],100 g,,08480000110435,,,,50 tazas," CAFE SOLUBLE NATURAL CLASICO, HACENDADO, TARRO 100 g",Clásico 100 g,"Avenida Tren Expreso s/n, 34200 Venta de Baños, Palencia (España)",,Alto contenido en fibra. Envasado en atmósfera protectora. 50 tazas. Recicla al amarillo,,Hacendado,['Alto contenido en fibra. Envasado en atmósfera protectora. 50 tazas. Recicla al amarillo'],Guardar el frasco bien cerrado en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,Café soluble,"Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CAFE SOLUBLE,none,none,none,"1 KILO: 14,20 Euros",11043,ALIMENTACION
"['CEBADA', 'MALTA']",150 g,,08480000111876,,Este envase contiene 50 raciones de 3g. Recicla al amarillo,,50 raciones," CEREAL SOLUBLE CON ACHICORIA, HACENDADO, TARRO 150 g",Cereales con Achicoria 150g,"Pol. Ind. Venta de Baños, Avenida Tren Expresso s/n, 34200 Venta de Baños, Palencia (España)",,Fuente de fibra,"['CEBADA (50%)', ' MALTA (30%) y achicoria (20%)']",Hacendado,"CEBADA (50%), MALTA (30%) y achicoria (20%)",Guardar el frasco bien cerrado en lugar fresco y seco. Proteger de la luz solar y de los olores agresivos.,"Extracto soluble de cereales tostados, malta y achicoria","Productos Solubles, S.A.",,,,,,CAFES E INFUSIONES,CEREALES SOLUBLES,none,none,none,"1 KILO: 10,60 Euros",11187,ALIMENTACION
"['Cebada', 'centeno']",150 g,,07613036569927,,,,50 porciones de 3 g," CEREAL SOLUBLE ECOLOGICO, EKO, TARRO 150 g",EKO Ecológico Natural 150 g,"Nestlé España, S.A., Edificio Nestlé, 08950 Esplugues de Llobregat (Barcelona)",,"Cebada ecológica (60%), centeno ecológico (20%), achicoria ecológica (20%).","['Cebada ecológica (60%)', ' centeno ecológico (20%)', ' achicoria ecológica (20%).']",EKO,,"Conservar en lugar limpio, fresco y seco.",Extracto soluble de cereales ecológicos tostados y achicoria ecológica,"Nestlé España, S.A.",,Portugal,,,,CAFES E INFUSIONES,CEREALES SOLUBLES,none,none,none,"1 KILO: 16,00 Euros",11445,ALIMENTACION
[],35 g,(20x1.75g),08480000113382,,,Manténgase en lugar fresco y seco.,20 bolsitas," INFUSION TE CANELA, HACENDADO, CAJA 20 BOLSITAS - 35 g",Té con canela Hacendado (20x1.75g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,"Té negro (75%), canela (25%).","['Té negro (75%)', ' canela (25%).']",Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té con canela,"Martínez y Cantó, S.L.",20,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 2,83 Euros",11338,ALIMENTACION
['gluten'],40 g,(20x2g),08480000113764,,,Manténgase en lugar fresco y seco.,20 bolsitas," INFUSION TE CHAI CON ESPECIAS, HACENDADO, CAJA 20 BOLSITAS - 40 g",Té chai con especias Hacendado (20x2g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,"Té negro 30%, canela 17%, jengibre 17%, aromas 15,5%, pimienta negra 7%, cardamomo 6,5%, anís estrellado 4%, clavo 3%. Trazas de gluten.","['Té negro 30%', ' canela 17%', ' jengibre 17%', ' aromas 15', '5%', ' pimienta negra 7%', ' cardamomo 6', '5%', ' anís estrellado 4%', ' clavo 3%. Trazas de gluten.']",Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té aromatizado,"Martínez y Cantó, S.L.",20,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 3,25 Euros",11376,ALIMENTACION
['gluten'],34 g,(20x1.7g),08480000113184,,,Manténgase en lugar fresco y seco.,20 bolsitas," INFUSION TE CON VAINILLA Y CARAMELO, HACENDADO, CAJA 20 BOLSITAS - 34 g",Té vainilla caramelo Hacendado (20x1.7g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,"Té negro 83.6%, aroma de caramelo 15%, caramelo (azúcar, sirope de glucosa) 1% y vainilla 0.4%. Trazas de gluten.","['Té negro 83.6%', ' aroma de caramelo 15%', ' caramelo (azúcar', ' sirope de glucosa) 1% y vainilla 0.4%. Trazas de gluten.']",Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té vainilla caramelo,"Martínez y Cantó, S.L.",20,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 3,82 Euros",11318,ALIMENTACION
[],43.75 g,(25x1.75g),08480000113313,,,Manténgase en lugar fresco y seco.,25 bolsitas," INFUSION TE DESCAFEINADO, HACENDADO, CAJA 20 BOLSITAS - 35 g",Té descafeinado Hacendado (25x1.75g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,Té negro descafeinado,['Té negro descafeinado'],Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té descafeinado,"Martínez y Cantó, S.L.",25,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 2,74 Euros",11331,ALIMENTACION
['gluten'],35 g,(20x1.75g),08480000113054,,,Manténgase en lugar fresco y seco.,20 bolsitas," INFUSION TE EARL GREY, HACENDADO, CAJA 20 BOLSITAS - 35 g",Té Earl Grey Hacendado (20x1.75g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,"Té negro (98%), aroma de bergamota (2%). Trazas de gluten.","['Té negro (98%)', ' aroma de bergamota (2%). Trazas de gluten.']",Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té Earl Grey,"Martínez y Cantó, S.L.",20,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 2,71 Euros",11305,ALIMENTACION
[],43.75 g,(25x1.75g),08480000113757,,,,25 bolsitas," INFUSION TE ENGLISH BREAKFAST, HACENDADO, CAJA 25 BOLSITAS - 43.75 g",Té breakfast Hacendado (25x1.75g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,Té negro breakfast,['Té negro breakfast'],Hacendado,,Manténgase en lugar fresco y seco.,Té breakfast,"Martínez y Cantó, S.L.",,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 1,37 Euros",11375,ALIMENTACION
[],125 g,,05000208025497,,,,," INFUSION TE ESTILO INGLES (NATURAL + ANTIOXIDANTES) ***NOVEDAD***, TETLEY, PAQUETE 40 BOLSITAS - 125 g",Paquete Té Tetley Softpack 40x3.125gr,"C/ La granja, 15 - Pol. Industrial Alcobendas. 28108 Alcobendas (Madrid) - España",,Té negro (100%),['Té negro (100%)'],Tetley,,,Te negro 40 bolsitas,"Alimentación Varma, S.L.",,Reino Unido (el),,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"1 KILO: 13,20 Euros",11402,ALIMENTACION
[],116 g,,08712100739231,,,,," INFUSION TE INGLES, PG TIPS, CAJA 40 BOLSITAS 116 g",PG TIPS 40X12, Atención al consumidor: 900 812 511,20170211,Conservar en lugar fresco y seco,['Ingredientes: Té negro'],PG TIPS,,,Té negro,,,Reino Unido (el),,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"1 KILO: 15,26 Euros",11327,ALIMENTACION
,116 g,,08712100739231,,,,," INFUSION TE INGLES, PG TIPS, CAJA 40 BOLSITAS 116 g",PG Tips 40 PYR 116g,"C/Tecnología 19, 08840 Viladecans (Barcelona)",,,Té negro,PG Tips,,,,Unilever España S.A.,,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"1 KILO: 15,26 Euros",11327,ALIMENTACION
[],50 g,(25x2g),08480000114242,,,Manténgase en lugar fresco y seco.,25 bolsitas," INFUSION TE ROJO, HACENDADO, CAJA 25 BOLSITAS - 50 g",Té rojo Hacendado (25x2g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,Té rojo (Pu-Erh),['Té rojo (Pu-Erh)'],Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té rojo,"Martínez y Cantó, S.L.",25,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 2,00 Euros",11424,ALIMENTACION
[],40 g,20 bolsitas x 2g,08480000114426,,,,20 bolsitas x 2 g," INFUSION TE VERDE CON HIERBABUENA (BOLSITAS PIRAMIDALES), HACENDADO, CAJA 20 BOLSITAS - 40 g",Té Verde Hierbabuena Hacendado 40g,-,,Sin grapas,"['Té verde 84', '5%', ' hojas de hierbabuena deshidratadas 15%', ' aroma 0', '5%.']",Hacendado,"Té verde 84,5%, hojas de hierbabuena deshidratadas 15%, aroma 0,5%.","Mantener en un lugar seco y fresco y, una vez abierto, almacenar en un recipiente hermético.",Té Verde Hierbabuena,Bastek Coffee & Tea Sp.J.,,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 4,25 Euros",11442,ALIMENTACION
['gluten'],40 g,(20x2g),08480000113665,,,Manténgase en lugar fresco y seco.,20 bolsitas," INFUSION TE VERDE CON LIMON, HACENDADO, CAJA 20 BOLSITAS - 40 g",Té verde con limón Hacendado (20x2g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,"Té verde (70%), lemongrass (20%), corteza de limón (6%), aroma de limón (4%). Trazas de gluten.","['Té verde (70%)', ' lemongrass (20%)', ' corteza de limón (6%)', ' aroma de limón (4%). Trazas de gluten.']",Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té verde con limón,"Martínez y Cantó, S.L.",20,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 3,00 Euros",11366,ALIMENTACION
[],36 g,(20x1.8g),08480000114235,,,Manténgase en lugar fresco y seco.,20 bolsitas," INFUSION TE VERDE CON MENTA, HACENDADO, CAJA 20 BOLSITAS - 36 g",Té verde con menta Hacendado (20x1.8g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,"Té verde (50%), menta crispa - Hierbabuena (50%).","['Té verde (50%)', ' menta crispa - Hierbabuena (50%).']",Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té verde con menta,"Martínez y Cantó, S.L.",20,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 3,06 Euros",11423,ALIMENTACION
"['soja', 'gluten']",40 g,(20x2g),08480000113061,,,Manténgase en lugar fresco y seco.,20 bolsitas," INFUSION TE VERDE CON SOJA SABOR MANGO, HACENDADO, CAJA 20 BOLSITAS - 40 g",Té verde con soja sabor mango Hacendado (20x2g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,"Té verde (72%), soja (20%), aroma de mango (8%). Trazas de gluten.","['Té verde (72%)', ' soja (20%)', ' aroma de mango (8%). Trazas de gluten.']",Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té verde con soja sabor mango,"Martínez y Cantó, S.L.",20,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 3,00 Euros",11306,ALIMENTACION
[],400 ML,,04901201225888,,,,Este envase contiene 400ml," INFUSION TE VERDE JAPONES LIQUIDO 100 % NATURAL (SIN AZUCARES NI EDULCORANTES), KYOKO, BOTELLA 400 cc",Bebida refrescante a base de té verde KYOKO 400ml,"Riverside Way, Drtford DA15BS (JAPAN)",,Una vez abierto el envase  mantener en frío y conbsumir en  3 días.,"['Infusión de té verde', ' agua', ' antioxidante : ácido ascórbico ', ' acidulante: carbonato de sodio']",KYOKO,,Una vez abierto el envase mantener en frío y consumir en 3 días,Bebida refrescante a base de té verde,UCC COFFEE UK,,Japón,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"1 LITRO: 2,88 Euros",28167,ALIMENTACION
,400 ML,,08411472416961,,,,Este envase contiene 400ml," INFUSION TE VERDE JAPONES LIQUIDO 100 % NATURAL (SIN AZUCARES NI EDULCORANTES), KYOKO, BOTELLA 400 cc",Bebida refrescante a base de té verde KYOKO 400ml,"Riverside Way, Drtford DA15BS (JAPAN)",,Una vez abierto el envase  mantener en frío y conbsumir en  3 días.,"Infusión de té verde, agua, antioxidante : ácido ascórbico , acidulante: carbonato de sodio",KYOKO,,,,UCC COFFEE UK,,Japón,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"1 LITRO: 2,88 Euros",28167,ALIMENTACION
[],37.5 g,(25x1.5g),08480000113887,,,Manténgase en lugar fresco y seco.,25 bolsitas," INFUSION TE VERDE, HACENDADO, CAJA 25 BOLSITAS - 37.50 g",Té verde Hacendado (25x1.5g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,Té verde,['Té verde'],Hacendado,,"La información nutricional puede que no aparezca, de manera temporal, en algunas unidades.",Té verde,"Martínez y Cantó, S.L.",25,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 1,73 Euros",11388,ALIMENTACION
[],36 g,(12x3g),08480000113078,,"Acidulante (ácido cítrico),  extracto de té negro (13.8%),colorante caramelo natural en polvo (caramelo, maltodextrina), maltodextrina, edulcorantes (aspartamo y acesulfamo potásico), zumo de limón en polvo (5.2%)*, aroma, antiaglomerantes (dióxido de silicio y fosfato tricálcico). * Equivale a 15.8% de zumo de limón. Contiene una fuente de fenilalanina.",,12 sobres," REFRESCO TE LIMON PARA DILUIR (CON EDULCORANTES), HACENDADO, CAJA 12 SOBRES - 36 g",Bebida refrescante de té con limón para diluir con edulcorantes Hacendado (12x3g),"Paraje Cucuch, 22-03660 Novelda (Alicante)",,Producto sin azúcar preparado según modo de empleo. Producto sin aporte energético preparado según modo de empleo.,"['Acidulante (ácido cítrico)', '  extracto de té negro (13.8%)', 'colorante caramelo natural en polvo (caramelo', ' maltodextrina)', ' maltodextrina', ' edulcorantes (aspartamo y acesulfamo potásico)', ' zumo de limón en polvo (5.2%)*', ' aroma', ' antiaglomerantes (dióxido de silicio y fosfato tricálcico). * Equivale a 15.8% de zumo de limón. Contiene una fuente de fenilalanina.']",Hacendado,,Manténgase en lugar fresco y seco.,Bebida refrescante de té con limón para diluir con edulcorantes,"Martínez y Cantó, S.L.",12,,,,,CAFES E INFUSIONES,INFUSIONES,TE,none,none,"100 GR: 3,19 Euros",11307,ALIMENTACION
